Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Customer_For,Age,Spent,Living_With,Children,Family_Size,Is_Parent
Postgraduate,89120.0,0,0,78,1168,92,408,72,129,55,1,5,6,7,1,104,55,1924,Partner,0,2,0
Postgraduate,44124.0,0,1,62,284,0,55,0,6,52,4,6,2,5,8,414,68,397,Partner,1,3,1
Postgraduate,81169.0,0,0,47,1288,20,613,80,61,27,1,5,7,9,2,441,39,2089,Alone,0,1,0
Graduate,36443.0,1,1,9,65,0,46,4,3,20,4,3,1,3,8,511,53,138,Partner,2,4,1
Graduate,26095.0,1,0,77,11,7,9,3,1,11,1,1,0,3,7,364,24,42,Alone,1,2,1
Graduate,71367.0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,310,55,777,Partner,0,2,0
Postgraduate,80184.0,0,0,19,1035,134,670,25,38,0,1,6,3,10,3,120,70,1902,Partner,0,2,0
Graduate,30630.0,1,1,67,27,1,12,2,0,10,2,2,0,3,7,153,49,52,Alone,2,3,1
Postgraduate,73454.0,0,0,95,982,73,351,56,14,175,1,2,4,6,5,120,27,1651,Alone,0,1,0
Graduate,42691.0,0,0,48,179,2,64,38,17,58,1,5,1,6,5,317,23,358,Partner,0,2,0
Graduate,70503.0,0,0,73,1379,33,216,0,33,66,1,2,4,9,6,637,61,1727,Partner,0,2,0
Graduate,25545.0,1,0,35,32,1,64,16,12,85,3,2,2,3,6,659,27,210,Partner,1,3,1
Graduate,32880.0,1,0,76,8,4,15,7,6,2,1,1,0,3,8,572,28,42,Partner,1,3,1
Postgraduate,77863.0,0,0,20,881,38,319,16,25,12,1,4,5,10,2,214,56,1291,Partner,0,2,0
Postgraduate,50353.0,0,0,72,141,15,153,67,31,35,1,4,4,6,3,21,37,442,Partner,0,2,0
Graduate,61839.0,0,0,20,1000,155,379,224,17,120,1,4,8,4,8,686,50,1895,Alone,0,1,0
Postgraduate,49154.0,1,1,69,206,10,67,30,27,71,6,4,1,8,6,238,54,411,Partner,2,4,1
Undergraduate,47682.0,0,1,80,162,61,83,97,57,61,4,4,3,8,5,499,39,521,Alone,1,2,1
Graduate,72679.0,0,1,65,619,54,260,127,54,54,1,4,7,5,1,284,45,1168,Alone,1,2,1
Postgraduate,57954.0,1,1,52,456,4,24,0,0,9,7,8,2,6,7,11,37,493,Partner,2,4,1
Graduate,65316.0,1,1,65,112,6,92,3,9,38,2,3,2,5,4,431,52,260,Partner,2,4,1
Graduate,28567.0,1,0,57,11,3,22,2,2,6,2,2,0,3,6,377,32,46,Alone,1,2,1
Postgraduate,47352.0,0,1,70,172,12,112,8,0,15,4,6,1,5,7,444,63,319,Partner,1,3,1
Graduate,44931.0,0,1,0,78,0,11,0,0,7,1,2,1,3,5,162,47,96,Partner,1,3,1
Graduate,76982.0,0,0,19,464,151,292,65,60,30,1,8,3,4,4,134,47,1062,Alone,0,1,0
Undergraduate,57247.0,0,1,50,99,4,32,37,54,6,2,2,1,7,2,325,62,232,Partner,1,3,1
Postgraduate,22944.0,1,0,67,19,3,19,4,5,26,3,3,0,3,7,188,33,76,Alone,1,2,1
Undergraduate,25315.0,1,0,46,1,9,8,11,3,22,3,3,0,3,8,234,37,54,Partner,1,3,1
Graduate,43638.0,0,1,37,63,10,83,7,19,19,2,4,1,4,7,692,45,201,Alone,1,2,1
Postgraduate,42710.0,1,0,38,252,3,42,4,3,102,2,4,5,3,6,578,30,406,Alone,1,2,1
Postgraduate,84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,326,32,1919,Partner,0,2,0
Graduate,54058.0,0,1,56,198,18,252,32,108,54,2,4,6,8,3,390,38,662,Partner,1,3,1
Undergraduate,24683.0,1,0,98,8,4,10,6,7,6,2,2,0,4,5,113,24,41,Partner,1,3,1
Graduate,85620.0,0,0,68,416,46,925,60,107,46,1,3,6,4,1,173,50,1600,Alone,0,1,0
Graduate,47850.0,1,0,72,42,7,43,20,12,10,1,3,0,4,6,208,34,134,Partner,1,3,1
Graduate,19514.0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,154,46,69,Partner,2,4,1
Postgraduate,27159.0,1,1,33,17,0,3,0,0,1,2,1,0,3,6,92,41,21,Partner,2,4,1
Undergraduate,39548.0,1,1,87,15,4,10,3,4,18,2,1,1,3,3,90,51,54,Alone,2,3,1
Graduate,21474.0,1,0,0,6,16,24,11,0,34,2,3,1,2,7,82,25,91,Alone,1,2,1
Postgraduate,60504.0,0,1,73,458,0,24,6,4,34,2,6,2,8,6,142,43,526,Alone,1,2,1
Graduate,22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,437,51,162,Partner,0,2,0
Postgraduate,81698.0,0,0,4,179,28,520,111,123,47,1,3,8,13,1,235,65,1008,Partner,0,2,0
Graduate,43462.0,1,1,50,90,17,97,15,6,15,6,4,1,5,8,655,62,240,Partner,2,4,1
Postgraduate,54880.0,1,0,57,308,85,137,102,45,118,2,6,2,11,5,485,36,795,Alone,1,2,1
Graduate,79908.0,0,0,30,557,129,761,29,185,111,1,5,6,7,2,450,32,1772,Partner,0,2,0
Undergraduate,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,330,44,64,Partner,0,2,0
Graduate,87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,403,55,1957,Partner,1,3,1
Graduate,33039.0,1,0,4,30,8,12,8,8,12,1,2,0,4,5,293,36,78,Partner,1,3,1
Graduate,81741.0,0,0,75,249,153,940,58,134,38,0,6,6,7,2,378,34,1572,Alone,0,1,0
Postgraduate,71499.0,0,1,12,465,25,132,136,0,37,2,8,3,13,4,369,43,795,Partner,1,3,1
Undergraduate,62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,165,44,889,Partner,1,3,1
Postgraduate,48799.0,0,1,9,174,18,81,28,6,24,3,3,2,7,3,236,51,331,Alone,1,2,1
Postgraduate,52157.0,0,1,48,189,2,29,3,2,40,2,3,2,5,4,22,64,265,Partner,1,3,1
Graduate,66565.0,0,1,80,747,10,161,65,40,42,4,4,2,9,8,571,52,1065,Alone,1,2,1
Postgraduate,29298.0,1,1,60,6,0,2,2,0,1,1,1,0,2,5,295,63,11,Partner,2,4,1
Graduate,47691.0,0,1,43,14,0,3,0,0,4,1,1,0,2,6,359,35,21,Alone,1,2,1
Graduate,38200.0,1,1,19,12,0,4,0,0,1,1,1,0,2,7,569,44,17,Partner,2,4,1
Graduate,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,655,40,369,Partner,1,3,1
Postgraduate,38443.0,1,1,58,32,0,5,0,0,1,2,1,0,3,7,153,46,38,Partner,2,4,1
Undergraduate,38593.0,1,0,42,51,12,49,17,24,24,3,4,1,3,8,289,36,177,Alone,1,2,1
Postgraduate,64413.0,0,1,27,200,5,44,0,10,20,1,5,1,5,5,332,44,279,Partner,1,3,1
Postgraduate,36959.0,1,0,56,25,6,25,6,0,0,2,2,0,3,8,270,33,62,Partner,1,3,1
Postgraduate,61996.0,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,514,37,1230,Partner,1,3,1
Graduate,51287.0,1,1,10,117,0,22,13,0,30,3,4,1,3,7,89,46,182,Partner,2,4,1
Graduate,13260.0,1,1,48,9,4,17,10,2,7,4,3,0,3,8,310,44,49,Partner,2,4,1
Postgraduate,47472.0,1,1,39,56,0,11,0,0,8,2,2,0,4,5,286,48,75,Partner,2,4,1
Postgraduate,54603.0,1,1,85,145,13,46,17,2,4,6,4,2,4,7,355,58,227,Partner,2,4,1
Postgraduate,45207.0,1,1,64,203,0,10,0,0,2,5,3,1,6,6,596,40,215,Partner,2,4,1
Graduate,40689.0,0,1,69,270,3,27,39,6,99,7,7,1,5,8,468,63,444,Partner,1,3,1
Undergraduate,47821.0,1,1,54,9,0,16,6,6,10,1,1,0,3,8,252,47,47,Partner,2,4,1
Postgraduate,27450.0,0,0,57,37,12,23,8,11,52,1,2,1,3,7,440,63,143,Partner,0,2,0
Graduate,39453.0,1,0,64,46,0,7,0,0,2,2,2,0,3,6,87,31,55,Partner,1,3,1
Undergraduate,26850.0,1,1,10,31,1,13,7,2,9,4,2,1,4,4,72,43,63,Partner,2,4,1
Graduate,79800.0,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,644,59,1867,Alone,0,1,0
Postgraduate,61794.0,0,1,74,264,47,188,54,47,11,2,4,4,10,2,288,53,611,Partner,1,3,1
Graduate,53863.0,0,1,4,399,4,30,6,4,30,3,7,1,7,7,43,59,473,Partner,1,3,1
Graduate,24221.0,0,0,94,8,9,9,2,5,22,1,1,1,3,4,313,55,55,Partner,0,2,0
Postgraduate,39684.0,1,0,41,19,0,35,6,4,17,2,2,1,2,7,625,30,81,Alone,1,2,1
Postgraduate,92163.0,0,0,25,817,183,797,106,163,20,0,5,11,5,2,564,39,2086,Partner,0,2,0
Postgraduate,69882.0,0,0,94,292,127,635,132,127,165,1,3,7,9,1,231,49,1478,Alone,0,1,0
Graduate,33178.0,1,0,9,12,6,2,11,2,16,1,1,0,3,4,150,37,49,Partner,1,3,1
Postgraduate,59973.0,0,0,47,130,30,168,20,34,0,1,3,4,7,1,291,42,382,Partner,0,2,0
Postgraduate,17459.0,1,0,12,6,4,16,3,10,30,3,3,1,2,7,283,39,69,Partner,1,3,1
Graduate,23910.0,1,0,80,16,12,18,7,1,13,1,2,0,3,7,611,45,67,Alone,1,2,1
Postgraduate,42169.0,1,1,20,19,0,9,0,0,2,2,1,0,3,8,253,45,30,Partner,2,4,1
Undergraduate,26224.0,1,0,39,4,7,15,13,9,15,3,2,1,3,6,390,36,63,Partner,1,3,1
Graduate,31089.0,1,0,57,31,3,31,2,8,4,3,3,0,4,8,681,33,79,Partner,1,3,1
Graduate,30081.0,0,1,27,36,0,2,0,0,4,1,1,0,3,7,493,53,42,Alone,1,2,1
Graduate,62807.0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,667,54,819,Partner,1,3,1
Graduate,72906.0,0,0,79,400,32,519,71,75,54,1,3,4,9,1,285,59,1151,Alone,0,1,0
Postgraduate,61467.0,0,2,69,410,16,114,0,5,49,3,5,2,10,5,567,66,594,Partner,2,4,1
Postgraduate,49618.0,1,1,77,80,3,26,4,2,14,4,3,1,3,7,519,48,129,Partner,2,4,1
Postgraduate,21888.0,1,0,15,88,10,46,2,3,64,4,5,1,2,10,547,28,213,Alone,1,2,1
Graduate,42429.0,0,1,99,55,0,6,2,0,4,2,1,1,3,5,138,41,67,Alone,1,2,1
Graduate,26150.0,2,1,61,5,1,13,3,5,1,1,1,0,3,7,475,58,28,Alone,3,4,1
Undergraduate,30801.0,0,1,23,8,4,5,15,2,11,2,1,0,3,7,611,39,45,Partner,1,3,1
Graduate,81168.0,0,0,84,410,0,592,147,22,22,1,6,4,7,3,53,49,1193,Partner,0,2,0
Postgraduate,26877.0,0,0,74,101,13,76,20,18,40,2,3,1,6,6,314,45,268,Alone,0,1,0
Postgraduate,45006.0,0,0,90,162,25,53,16,0,10,1,3,1,7,3,346,70,266,Alone,0,1,0
Undergraduate,18978.0,1,0,41,2,8,1,4,7,15,1,1,0,3,8,565,41,37,Partner,1,3,1
Graduate,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,244,47,37,Partner,3,5,1
Postgraduate,48240.0,0,0,73,389,91,248,64,49,41,3,6,3,13,5,597,45,882,Alone,0,1,0
Graduate,45837.0,1,1,88,215,13,87,17,17,24,5,6,2,5,7,338,40,373,Partner,2,4,1
Postgraduate,35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,419,49,35,Alone,3,4,1
Postgraduate,162397.0,1,1,31,85,1,16,2,1,2,0,0,0,1,1,391,38,107,Partner,2,4,1
Graduate,54162.0,1,1,31,5,6,10,6,5,10,1,1,0,3,4,468,36,42,Alone,2,3,1
Postgraduate,30522.0,0,1,6,179,8,83,19,11,26,5,1,2,9,2,681,54,326,Partner,1,3,1
Postgraduate,54456.0,0,1,23,352,0,27,10,0,15,3,6,1,7,6,353,53,404,Partner,1,3,1
Graduate,31632.0,0,0,92,17,8,12,11,15,32,1,2,1,2,7,350,43,95,Alone,0,1,0
Graduate,72298.0,0,0,52,625,35,169,58,17,35,1,4,3,6,1,111,65,939,Alone,0,1,0
Undergraduate,36975.0,1,0,50,10,6,11,0,4,2,1,1,0,3,7,183,36,33,Alone,1,2,1
Undergraduate,72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,391,59,981,Partner,0,2,0
Graduate,13624.0,1,0,93,10,2,15,2,1,6,2,2,0,3,6,525,38,36,Partner,1,3,1
Graduate,84196.0,0,1,56,215,63,507,231,31,190,1,8,4,7,3,391,39,1237,Alone,1,2,1
Graduate,70971.0,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,646,54,1825,Partner,1,3,1
Postgraduate,34487.0,1,1,94,19,18,33,24,1,8,3,3,0,3,9,661,37,103,Alone,2,3,1
Graduate,28769.0,1,0,76,41,5,129,10,3,3,3,4,1,4,9,558,37,191,Alone,1,2,1
Postgraduate,69084.0,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,222,44,1586,Partner,1,3,1
Postgraduate,65488.0,0,0,46,603,45,207,36,18,54,1,3,4,6,1,16,56,963,Partner,0,2,0
Undergraduate,62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,165,44,889,Partner,1,3,1
Undergraduate,32218.0,0,0,27,10,24,15,13,1,30,1,2,1,3,7,134,54,93,Alone,0,1,0
Graduate,83917.0,0,0,12,514,22,732,42,198,79,1,6,7,7,3,437,41,1587,Alone,0,1,0
Graduate,46102.0,2,1,3,14,0,1,0,0,1,1,1,0,2,7,111,52,16,Alone,3,4,1
Graduate,84574.0,0,0,72,387,20,713,38,54,163,1,9,11,11,5,390,62,1375,Alone,0,1,0
Graduate,56181.0,0,1,6,121,103,69,8,44,48,1,4,2,7,4,537,52,393,Partner,1,3,1
Postgraduate,63120.0,0,1,53,965,69,279,54,41,69,5,8,4,9,7,639,64,1477,Alone,1,2,1
Graduate,73691.0,0,1,58,707,21,250,85,43,73,2,6,2,8,2,235,43,1179,Partner,1,3,1
Graduate,63381.0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,632,54,1005,Partner,1,3,1
Postgraduate,76140.0,0,0,57,586,66,653,17,0,26,1,5,9,6,2,47,66,1348,Partner,0,2,0
Postgraduate,62859.0,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,546,55,1307,Alone,1,2,1
Graduate,45906.0,0,1,20,305,3,27,4,3,144,2,5,4,4,5,418,50,486,Alone,1,2,1
Postgraduate,77632.0,0,0,73,1200,105,758,0,42,147,1,4,2,6,2,476,67,2252,Partner,0,2,0
Postgraduate,46463.0,1,1,56,163,2,40,8,11,11,7,3,1,6,6,315,43,235,Partner,2,4,1
Graduate,105471.0,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,524,44,1724,Partner,0,2,0
Postgraduate,55282.0,1,0,9,125,6,73,8,4,19,1,3,1,6,4,198,44,235,Alone,1,2,1
Postgraduate,78710.0,0,1,42,721,0,152,119,50,50,3,7,6,12,4,37,37,1092,Partner,1,3,1
Graduate,66886.0,0,1,28,315,4,62,41,31,146,2,7,1,7,5,286,56,599,Partner,1,3,1
Postgraduate,98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,132,54,2008,Alone,0,1,0
Graduate,29103.0,1,0,38,16,0,17,6,3,6,2,1,0,3,9,671,29,48,Partner,1,3,1
Graduate,67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,686,40,1174,Partner,1,3,1
Postgraduate,50616.0,0,1,71,30,2,25,0,1,9,1,1,1,4,2,77,64,67,Partner,1,3,1
Graduate,49431.0,0,1,9,219,3,100,26,0,17,2,7,1,5,8,695,59,365,Alone,1,2,1
Graduate,153924.0,0,0,81,1,1,1,1,1,1,0,0,0,0,0,142,39,6,Alone,0,1,0
Graduate,61278.0,0,1,87,111,3,28,2,6,15,2,3,1,4,6,176,61,165,Partner,1,3,1
Undergraduate,26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,645,56,210,Partner,0,2,0
Postgraduate,73059.0,0,1,36,410,112,420,0,82,71,1,9,3,13,4,302,67,1095,Partner,1,3,1
Postgraduate,46734.0,1,2,86,100,1,39,6,1,76,4,3,2,3,6,251,48,223,Alone,3,4,1
Graduate,56253.0,0,1,83,509,0,65,7,11,5,4,7,2,9,6,569,51,597,Partner,1,3,1
Graduate,19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,227,29,22,Partner,1,3,1
Graduate,58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,186,39,1064,Alone,1,2,1
Undergraduate,25965.0,0,0,29,2,2,11,41,7,11,1,2,0,3,8,660,34,74,Partner,0,2,0
Postgraduate,14661.0,0,0,88,4,1,11,6,2,2,1,1,0,3,6,544,58,26,Partner,0,2,0
Graduate,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,548,55,60,Partner,0,2,0
Postgraduate,45068.0,0,1,25,14,0,3,0,0,3,1,1,0,2,7,409,40,20,Partner,1,3,1
Undergraduate,21063.0,1,0,34,1,10,11,19,3,15,2,2,0,3,6,277,27,59,Alone,1,2,1
Postgraduate,29187.0,1,0,43,26,0,6,0,0,2,1,1,0,3,8,416,46,34,Partner,1,3,1
Undergraduate,54690.0,1,1,76,111,16,37,7,9,18,3,3,1,5,3,234,43,198,Partner,2,4,1
Postgraduate,59304.0,0,1,81,418,61,428,80,51,10,3,7,8,10,5,335,50,1048,Partner,1,3,1
Postgraduate,59247.0,0,2,87,327,9,122,19,14,83,5,5,2,9,6,233,52,574,Alone,2,3,1
Graduate,66731.0,0,1,33,371,159,194,58,106,141,4,4,3,6,3,655,44,1029,Alone,1,2,1
Graduate,77353.0,0,1,38,275,59,107,69,101,59,2,6,4,8,4,195,34,670,Partner,1,3,1
Postgraduate,52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,575,39,990,Alone,1,2,1
Graduate,26751.0,2,0,26,1,1,5,0,3,1,1,1,0,2,8,38,40,11,Partner,2,4,1
Postgraduate,81300.0,0,1,17,1004,12,145,32,12,36,3,10,3,5,5,607,51,1241,Partner,1,3,1
Graduate,70337.0,0,0,75,187,81,149,25,43,91,1,2,2,12,1,178,35,576,Alone,0,1,0
Undergraduate,36145.0,1,0,13,56,4,76,17,1,18,4,4,1,3,9,378,29,172,Partner,1,3,1
Postgraduate,65295.0,0,0,19,365,32,117,34,110,6,1,3,3,13,2,188,34,664,Alone,0,1,0
Graduate,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,254,51,928,Alone,1,2,1
Graduate,68743.0,0,0,81,1132,134,384,175,134,115,1,11,5,13,7,668,47,2074,Alone,0,1,0
Undergraduate,41039.0,0,0,32,34,11,137,179,61,45,1,8,1,5,8,339,32,467,Partner,0,2,0
Graduate,38946.0,0,1,84,116,6,82,6,6,41,2,3,1,6,5,248,59,257,Partner,1,3,1
Graduate,65777.0,0,0,87,565,32,435,28,32,54,1,2,8,6,1,192,47,1146,Partner,0,2,0
Postgraduate,66476.0,0,1,99,372,18,126,47,48,78,2,5,2,11,4,479,38,689,Alone,1,2,1
Postgraduate,86857.0,0,0,96,899,102,838,133,102,40,1,5,6,10,2,655,42,2114,Alone,0,1,0
Postgraduate,160803.0,0,0,21,55,16,1622,17,3,4,15,0,28,1,0,694,32,1717,Partner,0,2,0
Postgraduate,77845.0,0,0,40,760,40,480,0,40,26,1,3,5,12,1,44,25,1346,Partner,0,2,0
Postgraduate,69476.0,0,0,3,260,86,559,63,9,67,1,4,6,4,2,272,45,1044,Partner,0,2,0
Postgraduate,50611.0,0,1,98,459,0,24,6,0,4,6,4,5,7,6,633,54,493,Alone,1,2,1
Graduate,61209.0,0,0,73,466,0,224,119,49,99,1,5,3,4,2,308,44,957,Alone,0,1,0
Postgraduate,42315.0,0,1,90,67,15,80,17,11,80,3,1,4,4,3,352,56,270,Partner,1,3,1
Undergraduate,13084.0,0,0,29,2,0,7,3,7,10,1,1,0,3,6,239,62,29,Partner,0,2,0
Postgraduate,47570.0,1,1,3,67,1,20,0,2,31,3,2,2,2,7,396,65,121,Alone,2,3,1
Postgraduate,61923.0,0,2,94,92,4,18,3,3,6,1,2,1,4,3,338,53,126,Partner,2,4,1
Graduate,34824.0,0,0,65,4,2,11,2,0,4,1,1,0,2,6,95,19,23,Alone,0,1,0
Postgraduate,26518.0,1,1,33,20,1,28,3,3,2,3,2,0,3,8,447,65,57,Alone,2,3,1
Graduate,45938.0,0,0,46,273,11,178,62,83,29,2,8,4,6,6,238,53,636,Alone,0,1,0
Graduate,78468.0,0,0,29,434,22,388,104,22,34,1,10,7,10,4,81,54,1004,Partner,0,2,0
Graduate,78901.0,0,1,99,321,11,309,33,26,34,3,9,3,5,4,285,41,734,Alone,1,2,1
Graduate,71427.0,2,0,26,212,123,177,15,64,23,2,8,2,8,4,109,36,614,Partner,2,4,1
Graduate,71022.0,0,1,30,909,12,278,0,12,242,3,5,2,11,8,138,36,1453,Alone,1,2,1
Postgraduate,90247.0,0,0,27,1184,32,352,21,16,16,1,3,4,7,1,61,26,1621,Alone,0,1,0
Postgraduate,41335.0,1,0,24,112,19,21,16,14,5,3,4,1,4,7,185,46,187,Alone,1,2,1
Graduate,71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,535,28,1443,Partner,1,3,1
Postgraduate,35682.0,1,0,34,23,0,8,6,2,18,1,1,1,3,2,2,44,57,Alone,1,2,1
Graduate,43185.0,0,1,88,537,6,42,16,6,30,2,9,3,6,8,445,63,637,Alone,1,2,1
Postgraduate,66375.0,0,1,96,712,0,45,0,0,191,3,2,4,5,7,220,66,948,Partner,1,3,1
Postgraduate,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,535,43,59,Partner,1,3,1
Graduate,25252.0,1,0,26,1,3,4,2,2,6,1,1,0,2,8,352,28,18,Partner,1,3,1
Postgraduate,55250.0,0,1,49,664,58,83,32,0,66,4,7,5,10,5,616,49,903,Alone,1,2,1
Graduate,33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,494,39,112,Alone,1,2,1
Graduate,58398.0,0,0,44,299,5,201,21,21,49,3,5,4,8,4,411,61,596,Partner,0,2,0
Graduate,50272.0,1,0,75,99,13,66,43,8,4,3,4,1,5,7,326,32,233,Partner,1,3,1
Postgraduate,76618.0,0,0,64,749,40,294,121,160,147,1,3,2,5,1,569,39,1511,Partner,0,2,0
Undergraduate,87305.0,0,0,19,345,25,501,63,138,80,1,5,3,8,2,644,54,1152,Alone,0,1,0
Graduate,25851.0,1,0,45,9,4,18,7,5,5,2,2,0,3,7,503,36,48,Partner,1,3,1
Graduate,58710.0,0,1,77,440,81,368,0,122,174,6,11,5,9,6,455,44,1185,Alone,1,2,1
Graduate,45160.0,1,1,9,8,2,5,3,0,3,1,1,0,2,7,92,56,21,Alone,2,3,1
Postgraduate,74806.0,0,1,1,670,9,249,0,28,9,2,5,4,5,4,557,49,965,Partner,1,3,1
Graduate,59111.0,0,0,90,524,0,134,28,28,155,1,11,1,8,7,423,60,869,Partner,0,2,0
Postgraduate,18988.0,1,0,43,6,0,6,2,1,1,2,1,0,3,7,37,30,16,Partner,1,3,1
Graduate,72190.0,0,0,79,597,166,597,172,166,249,1,5,6,4,3,501,49,1947,Partner,0,2,0
Graduate,7500.0,1,0,19,7,0,12,13,7,32,5,4,1,2,9,697,38,71,Partner,1,3,1
Graduate,44794.0,0,1,99,54,0,7,0,0,4,1,2,0,3,6,21,48,65,Partner,1,3,1
Graduate,80395.0,0,0,62,445,25,706,80,76,48,1,6,5,12,2,218,59,1380,Partner,0,2,0
Postgraduate,75012.0,0,0,41,294,142,218,164,58,151,1,3,8,11,1,155,38,1027,Alone,0,1,0
Postgraduate,56962.0,2,1,60,292,3,77,10,3,26,7,6,3,5,7,261,49,411,Partner,3,5,1
Graduate,89891.0,0,0,17,412,22,132,59,28,183,1,11,6,8,4,440,23,836,Partner,0,2,0
Postgraduate,35946.0,1,1,24,8,0,3,0,0,0,1,0,0,3,5,275,65,11,Alone,2,3,1
Postgraduate,53593.0,1,1,60,349,4,78,6,0,43,8,7,2,6,8,691,61,480,Partner,2,4,1
Graduate,66373.0,1,1,57,328,9,124,12,24,109,7,4,2,10,3,382,36,606,Partner,2,4,1
Postgraduate,45072.0,1,2,74,144,2,99,7,2,30,5,6,1,4,8,256,66,284,Alone,3,4,1
Graduate,89694.0,1,1,22,1126,28,211,37,28,42,3,4,3,4,5,263,41,1472,Alone,2,3,1
Graduate,72025.0,0,0,46,967,0,617,43,50,0,1,4,8,13,2,61,65,1677,Partner,0,2,0
Graduate,67432.0,0,1,69,432,79,341,177,136,170,2,8,5,4,4,457,41,1335,Partner,1,3,1
Postgraduate,70545.0,0,1,29,138,39,63,55,18,21,1,4,1,7,2,26,62,334,Partner,1,3,1
Undergraduate,17487.0,1,0,37,0,0,1,7,4,6,1,1,0,2,7,468,25,18,Partner,1,3,1
Graduate,62882.0,0,1,26,509,133,497,78,24,97,2,7,5,6,4,689,45,1338,Partner,1,3,1
Postgraduate,64108.0,0,1,8,948,10,86,13,21,21,4,6,9,11,5,463,61,1099,Alone,1,2,1
Postgraduate,34941.0,1,1,26,39,2,25,4,3,24,2,3,0,3,8,480,58,97,Partner,2,4,1
Postgraduate,48767.0,1,2,79,28,1,21,3,0,10,3,2,1,3,5,179,64,63,Alone,3,4,1
Undergraduate,38702.0,1,0,71,13,11,24,13,8,40,2,3,0,4,6,332,36,109,Partner,1,3,1
Graduate,82224.0,0,0,83,307,26,360,138,31,40,1,6,9,5,3,155,50,902,Partner,0,2,0
Graduate,83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,413,62,1574,Partner,0,2,0
Undergraduate,17003.0,1,0,37,2,5,12,4,8,7,3,2,0,4,5,202,39,38,Partner,1,3,1
Graduate,71163.0,0,0,30,283,17,372,138,106,44,1,3,8,12,1,112,19,960,Alone,0,1,0
Graduate,33697.0,1,0,34,4,3,7,0,3,11,1,1,0,2,7,287,44,28,Alone,1,2,1
Undergraduate,63564.0,0,0,0,769,80,252,15,34,65,1,10,10,7,6,151,60,1215,Partner,0,2,0
Postgraduate,83443.0,0,0,89,518,42,742,55,56,84,1,6,10,5,2,180,42,1497,Partner,0,2,0
Postgraduate,51518.0,0,1,92,350,8,66,17,4,4,2,3,2,10,3,269,56,449,Partner,1,3,1
Graduate,58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,186,39,1064,Alone,1,2,1
Graduate,80952.0,0,0,20,778,178,689,41,27,44,1,8,5,11,8,486,45,1757,Partner,0,2,0
Graduate,75507.0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,58,35,1440,Partner,0,2,0
Undergraduate,63855.0,0,0,28,359,35,314,93,116,89,1,7,3,13,4,505,36,1006,Partner,0,2,0
Postgraduate,62220.0,0,1,55,799,12,375,16,12,12,5,7,6,5,6,687,42,1226,Partner,1,3,1
Graduate,58512.0,0,1,25,895,10,101,13,0,152,5,3,4,8,8,283,50,1171,Partner,1,3,1
Postgraduate,40662.0,1,0,0,40,2,23,0,4,23,2,2,1,3,4,471,35,92,Partner,1,3,1
Postgraduate,38829.0,0,1,86,76,0,7,0,0,16,1,3,2,2,5,84,55,99,Partner,1,3,1
Undergraduate,35523.0,1,0,8,11,5,22,12,5,11,2,3,0,3,7,269,33,66,Partner,1,3,1
Graduate,79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,66,47,564,Alone,2,3,1
